season,player_id,name,team,conf,yr,role,dominant_archetype_code,dominant_archetype,top_1_code,top_1_archetype,top_1_pct,top_2_code,top_2_archetype,top_2_pct,top_3_code,top_3_archetype,top_3_pct,A0,A1,A2,A3,A4,A5,A6,A7
2021,76585,Alice Stevenson,Abilene Christian,Slnd,Fr,Wing G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.39663659,A6,Low-Production Player,0.20684895,A0,Traditional Big,0.202515,0.202515,0.06203549,0.00406921,0.09522633,0.03266843,0.0,0.20684895,0.39663659
2021,77291,Alyssa Adams,Abilene Christian,Slnd,Sr,Wing G,A2,Two-Way Star Big,A2,Two-Way Star Big,0.41099872,A0,Traditional Big,0.31758382,A7,Efficient Off-Ball Finisher,0.12619146,0.31758382,0.0,0.41099872,0.01353121,0.06908586,0.06260892,0.0,0.12619146
2021,78062,Anna McLeod,Abilene Christian,Slnd,Sr,Wing G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.40377372,A5,Two-Way Star Guard,0.18231767,A2,Two-Way Star Big,0.13952306,0.11213624,0.0,0.13952306,0.40377372,0.05313083,0.18231767,0.0,0.10911848
2021,77702,Diamond Willcot,Abilene Christian,Slnd,Jr,Pure PG,A6,Low-Production Player,A6,Low-Production Player,0.68023854,A0,Traditional Big,0.31976146,A1,Midrange-Heavy Role Player,0.0,0.31976146,0.0,0.0,0.0,0.0,0.0,0.68023854,0.0
2021,77872,Hannah Matthews,Abilene Christian,Slnd,Fr,PF/C,A6,Low-Production Player,A6,Low-Production Player,0.64197804,A1,Midrange-Heavy Role Player,0.35802196,A0,Traditional Big,0.0,0.0,0.35802196,0.0,0.0,0.0,0.0,0.64197804,0.0
2021,77698,Josie Larson,Abilene Christian,Slnd,Sr,Wing G,A6,Low-Production Player,A6,Low-Production Player,0.62050422,A7,Efficient Off-Ball Finisher,0.31732579,A1,Midrange-Heavy Role Player,0.06216999,0.0,0.06216999,0.0,0.0,0.0,0.0,0.62050422,0.31732579
2021,76254,Kamryn Mraz,Abilene Christian,Slnd,So,Scoring PG,A4,Combo Guard,A4,Combo Guard,0.38305883,A3,Three-Point Specialist,0.36436107,A5,Two-Way Star Guard,0.1627526,0.01857027,0.0,0.0,0.36436107,0.38305883,0.1627526,0.0,0.07125724
2021,76583,Katie Horyna,Abilene Christian,Slnd,Fr,Wing G,A6,Low-Production Player,A6,Low-Production Player,0.41493667,A4,Combo Guard,0.14423948,A7,Efficient Off-Ball Finisher,0.1300105,0.12780278,0.0,0.0,0.10898148,0.14423948,0.0740291,0.41493667,0.1300105
2021,74790,Madi Miller,Abilene Christian,Slnd,Jr,Combo G,A4,Combo Guard,A4,Combo Guard,0.29435287,A6,Low-Production Player,0.19842776,A5,Two-Way Star Guard,0.16131754,0.11692113,0.0,0.0,0.10879394,0.29435287,0.16131754,0.19842776,0.12018678
2021,77630,Makayla Mabry,Abilene Christian,Slnd,Sr,Stretch 4,A2,Two-Way Star Big,A2,Two-Way Star Big,0.50425694,A3,Three-Point Specialist,0.31540656,A7,Efficient Off-Ball Finisher,0.1803365,0.0,0.0,0.50425694,0.31540656,0.0,0.0,0.0,0.1803365
2021,76449,Paige Emborsky,Abilene Christian,Slnd,Jr,Combo G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.43861636,A6,Low-Production Player,0.32812899,A7,Efficient Off-Ball Finisher,0.17303151,0.0,0.0,0.0,0.43861636,0.0,0.06022315,0.32812899,0.17303151
2021,76582,Sarah Griswold,Abilene Christian,Slnd,So,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.349633,A0,Traditional Big,0.24506183,A7,Efficient Off-Ball Finisher,0.21083954,0.24506183,0.349633,0.0132441,0.0,0.18122153,0.0,0.0,0.21083954
2021,76584,Taylor Morgan,Abilene Christian,Slnd,Fr,Combo G,A4,Combo Guard,A4,Combo Guard,0.5664249,A0,Traditional Big,0.25126293,A5,Two-Way Star Guard,0.08619145,0.25126293,0.0,0.0,0.05856908,0.5664249,0.08619145,0.0,0.03755164
2021,77748,Allyah Marlett,Air Force,MWC,So,Wing G,A6,Low-Production Player,A6,Low-Production Player,0.47836962,A0,Traditional Big,0.31952089,A5,Two-Way Star Guard,0.20210949,0.31952089,0.0,0.0,0.0,0.0,0.20210949,0.47836962,0.0
2021,75887,Audrey Gadison,Air Force,MWC,Jr,Combo G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.55841817,A4,Combo Guard,0.15773992,A5,Two-Way Star Guard,0.12333412,0.04546053,0.0,0.0,0.55841817,0.15773992,0.12333412,0.0,0.11504726
2021,75892,Briana Autrey-Thompson,Air Force,MWC,Jr,Pure PG,A4,Combo Guard,A4,Combo Guard,0.52495673,A5,Two-Way Star Guard,0.40003238,A6,Low-Production Player,0.06320319,0.0,0.0118077,0.0,0.0,0.52495673,0.40003238,0.06320319,0.0
2021,76347,Cierra Winters,Air Force,MWC,Jr,Wing G,A6,Low-Production Player,A6,Low-Production Player,0.2963798,A0,Traditional Big,0.2643597,A4,Combo Guard,0.21936197,0.2643597,0.0,0.0,0.0,0.21936197,0.17376736,0.2963798,0.04613118
2021,67546,Dasha Macmillan,Air Force,MWC,Fr,Wing G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.42398365,A3,Three-Point Specialist,0.32254957,A1,Midrange-Heavy Role Player,0.14819969,0.0,0.14819969,0.0,0.32254957,0.1052671,0.0,0.0,0.42398365
2021,77211,Emily Conroe,Air Force,MWC,Sr,Wing G,A5,Two-Way Star Guard,A5,Two-Way Star Guard,0.28095407,A2,Two-Way Star Big,0.23861333,A6,Low-Production Player,0.21770906,0.05387491,0.06611437,0.23861333,0.03920867,0.0,0.28095407,0.21770906,0.10352559
2021,75891,Haley Jones,Air Force,MWC,Jr,Wing G,A0,Traditional Big,A0,Traditional Big,0.37038316,A1,Midrange-Heavy Role Player,0.31278198,A6,Low-Production Player,0.24091438,0.37038316,0.31278198,0.0,0.0,0.0,0.07592048,0.24091438,0.0
2021,77233,Jordan Goodwin,Air Force,MWC,Fr,Wing G,A6,Low-Production Player,A6,Low-Production Player,1.0,A0,Traditional Big,0.0,A1,Midrange-Heavy Role Player,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021,77449,Kaelin Immel,Air Force,MWC,Sr,Combo G,A4,Combo Guard,A4,Combo Guard,0.38980606,A3,Three-Point Specialist,0.27443527,A1,Midrange-Heavy Role Player,0.18401034,0.0,0.18401034,0.03016648,0.27443527,0.38980606,0.11362221,0.00795963,0.0
2021,68139,Kam Jones,Air Force,MWC,Fr,PF/C,A0,Traditional Big,A0,Traditional Big,0.78599791,A2,Two-Way Star Big,0.1285887,A6,Low-Production Player,0.08299344,0.78599791,0.0,0.1285887,0.0,0.0,0.0,0.08299344,0.00241995
2021,74844,Kamri Heath,Air Force,MWC,So,Combo G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.59430799,A5,Two-Way Star Guard,0.40569201,A0,Traditional Big,0.0,0.0,0.59430799,0.0,0.0,0.0,0.40569201,0.0,0.0
2021,77421,Kassady Huffman,Air Force,MWC,Sr,PF/C,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.29306881,A2,Two-Way Star Big,0.29172205,A0,Traditional Big,0.25637655,0.25637655,0.29306881,0.29172205,0.0,0.0,0.0,0.15883259,0.0
2021,73990,Kayla Pilson,Air Force,MWC,Fr,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.22691052,A3,Three-Point Specialist,0.20604998,A7,Efficient Off-Ball Finisher,0.16525396,0.07491072,0.22691052,0.05445342,0.20604998,0.06115935,0.0916185,0.11964355,0.16525396
2021,74841,Nikki McDonald,Air Force,MWC,So,Wing G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.36711642,A6,Low-Production Player,0.32425791,A3,Three-Point Specialist,0.11383618,0.0,0.10116561,0.05344723,0.11383618,0.0,0.04017665,0.32425791,0.36711642
2021,76842,Riley Snyder,Air Force,MWC,Jr,Wing G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.39779366,A1,Midrange-Heavy Role Player,0.1818302,A4,Combo Guard,0.17308347,0.0,0.1818302,0.09241692,0.39779366,0.17308347,0.08324802,0.0,0.07162773
2021,77103,Shadiya Thomas,Air Force,MWC,Fr,PF/C,A4,Combo Guard,A4,Combo Guard,0.53251234,A6,Low-Production Player,0.3570876,A1,Midrange-Heavy Role Player,0.08740727,0.02299279,0.08740727,0.0,0.0,0.53251234,0.0,0.3570876,0.0
2021,77105,Tatyana Siler,Air Force,MWC,Fr,PF/C,A6,Low-Production Player,A6,Low-Production Player,0.61993718,A1,Midrange-Heavy Role Player,0.38006282,A0,Traditional Big,0.0,0.0,0.38006282,0.0,0.0,0.0,0.0,0.61993718,0.0
2021,69130,Alexis Stewart,Akron,MAC,Fr,Combo G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.44299031,A4,Combo Guard,0.35812579,A0,Traditional Big,0.10404106,0.10404106,0.0,0.0,0.44299031,0.35812579,0.02775818,0.06708466,0.0
2021,76047,Colleen Neitzel,Akron,MAC,Jr,Wing G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.29824767,A2,Two-Way Star Big,0.29540165,A6,Low-Production Player,0.21222939,0.02375935,0.01950383,0.29540165,0.15085811,0.0,0.0,0.21222939,0.29824767
2021,70938,Emma Tecca,Akron,MAC,Fr,Combo G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.36325467,A6,Low-Production Player,0.36109116,A3,Three-Point Specialist,0.27565416,0.0,0.0,0.0,0.27565416,0.0,0.0,0.36109116,0.36325467
2021,77026,Gabrielle Brown-Mitchell,Akron,MAC,Jr,Wing G,A4,Combo Guard,A4,Combo Guard,0.26079683,A3,Three-Point Specialist,0.23098209,A7,Efficient Off-Ball Finisher,0.15432267,0.12957814,0.0,0.0,0.23098209,0.26079683,0.07632492,0.14799536,0.15432267
2021,76206,Jordyn Dawson,Akron,MAC,Sr,Scoring PG,A5,Two-Way Star Guard,A5,Two-Way Star Guard,0.45882877,A4,Combo Guard,0.28489606,A2,Two-Way Star Big,0.25627517,0.0,0.0,0.25627517,0.0,0.28489606,0.45882877,0.0,0.0
2021,77480,Kate Garry,Akron,MAC,Fr,Scoring PG,A6,Low-Production Player,A6,Low-Production Player,0.87263174,A3,Three-Point Specialist,0.12736826,A0,Traditional Big,0.0,0.0,0.0,0.0,0.12736826,0.0,0.0,0.87263174,0.0
2021,75457,Kendall Miller,Akron,MAC,Jr,Combo G,A4,Combo Guard,A4,Combo Guard,0.53294203,A6,Low-Production Player,0.20396209,A1,Midrange-Heavy Role Player,0.18716419,0.0,0.18716419,0.0,0.0,0.53294203,0.00098654,0.20396209,0.07494516
2021,71123,Layne Ferrell,Akron,MAC,Fr,Combo G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.55880899,A2,Two-Way Star Big,0.19615228,A0,Traditional Big,0.13457078,0.13457078,0.0,0.19615228,0.0,0.10079988,0.00966807,0.0,0.55880899
2021,68374,Lonasia Brewer,Akron,MAC,So,Wing G,A0,Traditional Big,A0,Traditional Big,0.23513537,A5,Two-Way Star Guard,0.1732923,A2,Two-Way Star Big,0.15573399,0.23513537,0.0756155,0.15573399,0.12252217,0.0341922,0.1732923,0.07863592,0.12487254
2021,75103,Molly Neitzel,Akron,MAC,So,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.39408335,A2,Two-Way Star Big,0.27868065,A7,Efficient Off-Ball Finisher,0.23377771,0.0,0.39408335,0.27868065,0.0,0.09345828,0.0,0.0,0.23377771
2021,75212,Rachel Martindale,Akron,MAC,So,Combo G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.54844127,A7,Efficient Off-Ball Finisher,0.25314141,A6,Low-Production Player,0.14550966,0.0,0.0,0.0,0.54844127,0.05290766,0.0,0.14550966,0.25314141
2021,76070,Sabhbh Edwards Murphy,Akron,MAC,Fr,PF/C,A6,Low-Production Player,A6,Low-Production Player,0.5996932,A1,Midrange-Heavy Role Player,0.4003068,A0,Traditional Big,0.0,0.0,0.4003068,0.0,0.0,0.0,0.0,0.5996932,0.0
2021,72325,Ahriahna Grizzle,Alabama,SEC,So,Pure PG,A4,Combo Guard,A4,Combo Guard,0.7160386,A5,Two-Way Star Guard,0.13433529,A1,Midrange-Heavy Role Player,0.08828389,0.05693616,0.08828389,0.0,0.0,0.7160386,0.13433529,0.00440605,0.0
2021,75763,Alana Busby-Dunphy,Alabama,SEC,So,Combo G,A6,Low-Production Player,A6,Low-Production Player,0.97003793,A4,Combo Guard,0.02996207,A0,Traditional Big,0.0,0.0,0.0,0.0,0.0,0.02996207,0.0,0.97003793,0.0
2021,68180,Allie Craig Cruce,Alabama,SEC,Jr,Wing G,A0,Traditional Big,A0,Traditional Big,0.26129678,A6,Low-Production Player,0.24209757,A5,Two-Way Star Guard,0.17281167,0.26129678,0.0,0.05405867,0.10671854,0.0,0.17281167,0.24209757,0.16301677
2021,76482,Ariyah Copeland,Alabama,SEC,Sr,PF/C,A0,Traditional Big,A0,Traditional Big,0.50419907,A2,Two-Way Star Big,0.20929671,A7,Efficient Off-Ball Finisher,0.18816772,0.50419907,0.0983365,0.20929671,0.0,0.0,0.0,0.0,0.18816772
2021,74322,De'Sha Benjamin,Alabama,SEC,Jr,Scoring PG,A6,Low-Production Player,A6,Low-Production Player,0.52549106,A4,Combo Guard,0.27614493,A3,Three-Point Specialist,0.15286641,0.0,0.0,0.0454976,0.15286641,0.27614493,0.0,0.52549106,0.0
2021,68431,Destiny Rice,Alabama,SEC,So,Wing G,A4,Combo Guard,A4,Combo Guard,0.56807952,A0,Traditional Big,0.30727686,A7,Efficient Off-Ball Finisher,0.12464362,0.30727686,0.0,0.0,0.0,0.56807952,0.0,0.0,0.12464362
2021,74090,Hannah Barber,Alabama,SEC,Jr,Scoring PG,A4,Combo Guard,A4,Combo Guard,0.37668604,A7,Efficient Off-Ball Finisher,0.23706617,A6,Low-Production Player,0.22878395,0.0,0.0,0.0,0.14647815,0.37668604,0.01098569,0.22878395,0.23706617
2021,77728,Jasmine Walker,Alabama,SEC,Sr,Wing G,A2,Two-Way Star Big,A2,Two-Way Star Big,0.42635701,A3,Three-Point Specialist,0.32578489,A7,Efficient Off-Ball Finisher,0.23770014,0.0,0.0,0.42635701,0.32578489,0.0,0.01015795,0.0,0.23770014
2021,76899,Jordan Lewis,Alabama,SEC,Sr,Scoring PG,A4,Combo Guard,A4,Combo Guard,0.62982899,A7,Efficient Off-Ball Finisher,0.12859059,A5,Two-Way Star Guard,0.11435739,0.0459041,0.0,0.0,0.08131893,0.62982899,0.11435739,0.0,0.12859059
2021,77840,Keyara Jones,Alabama,SEC,Jr,Combo G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.70042006,A3,Three-Point Specialist,0.22453371,A4,Combo Guard,0.07504623,0.0,0.0,0.0,0.22453371,0.07504623,0.0,0.0,0.70042006
2021,74211,Megan Abrams,Alabama,SEC,Jr,Combo G,A4,Combo Guard,A4,Combo Guard,0.48121395,A6,Low-Production Player,0.13994266,A7,Efficient Off-Ball Finisher,0.12099526,0.10094956,0.0,0.05732084,0.05999442,0.48121395,0.03958332,0.13994266,0.12099526
2021,70644,Myra Gordon,Alabama,SEC,Fr,Wing G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.32813298,A4,Combo Guard,0.29867735,A6,Low-Production Player,0.2664597,0.10672998,0.0,0.0,0.0,0.29867735,0.0,0.2664597,0.32813298
2021,76243,Taylor Sutton,Alabama,SEC,So,Combo G,A6,Low-Production Player,A6,Low-Production Player,0.33117385,A4,Combo Guard,0.22065385,A3,Three-Point Specialist,0.20508444,0.0,0.0,0.0,0.20508444,0.22065385,0.08886875,0.33117385,0.1542191
2021,77523,Ariana Powe,Alabama A&M,SWAC,So,PF/C,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.41710785,A0,Traditional Big,0.4021226,A6,Low-Production Player,0.15888815,0.4021226,0.41710785,0.0,0.0,0.0218814,0.0,0.15888815,0.0
2021,77621,Azonya Austin,Alabama A&M,SWAC,Fr,Combo G,A4,Combo Guard,A4,Combo Guard,0.63882914,A0,Traditional Big,0.24872554,A6,Low-Production Player,0.11128559,0.24872554,0.0,0.0,0.00115973,0.63882914,0.0,0.11128559,0.0
2021,68960,Darian Burgin,Alabama A&M,SWAC,Fr,Combo G,A4,Combo Guard,A4,Combo Guard,0.39349911,A3,Three-Point Specialist,0.22270013,A6,Low-Production Player,0.16155928,0.0,0.07000016,0.0,0.22270013,0.39349911,0.07245319,0.16155928,0.07978813
2021,75271,Dariauna Lewis,Alabama A&M,SWAC,Jr,Wing G,A2,Two-Way Star Big,A2,Two-Way Star Big,0.47923414,A0,Traditional Big,0.34202044,A7,Efficient Off-Ball Finisher,0.10170112,0.34202044,0.04718731,0.47923414,0.0,0.00383964,0.02601736,0.0,0.10170112
2021,76162,Deshawna Harper,Alabama A&M,SWAC,Sr,Combo G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.4028963,A4,Combo Guard,0.39013127,A5,Two-Way Star Guard,0.1357376,0.0,0.0,0.0,0.4028963,0.39013127,0.1357376,0.06091224,0.0103226
2021,76706,Elexis Evans,Alabama A&M,SWAC,Jr,PF/C,A0,Traditional Big,A0,Traditional Big,0.58788595,A1,Midrange-Heavy Role Player,0.11147765,A7,Efficient Off-Ball Finisher,0.09979564,0.58788595,0.11147765,0.06884352,0.0,0.07216062,0.05983661,0.0,0.09979564
2021,76622,Kierra Johnson-Graham,Alabama A&M,SWAC,Sr,PF/C,A6,Low-Production Player,A6,Low-Production Player,0.61279037,A1,Midrange-Heavy Role Player,0.38720963,A0,Traditional Big,0.0,0.0,0.38720963,0.0,0.0,0.0,0.0,0.61279037,0.0
2021,76050,Kobi Warner,Alabama A&M,SWAC,So,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.42921581,A0,Traditional Big,0.41383456,A7,Efficient Off-Ball Finisher,0.12614968,0.41383456,0.42921581,0.0,0.0,0.03079995,0.0,0.0,0.12614968
2021,76034,Nigeria Jones,Alabama A&M,SWAC,Sr,Scoring PG,A4,Combo Guard,A4,Combo Guard,0.48355923,A5,Two-Way Star Guard,0.32761919,A1,Midrange-Heavy Role Player,0.10831518,0.0,0.10831518,0.0,0.0,0.48355923,0.32761919,0.0805064,0.0
2021,77548,Tierra Dark,Alabama A&M,SWAC,Sr,Combo G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.39796387,A4,Combo Guard,0.24415541,A6,Low-Production Player,0.24159019,0.0,0.39796387,0.0,0.0,0.24415541,0.11629052,0.24159019,0.0
2021,76958,Aniyah Smith,Alabama St.,SWAC,So,PF/C,A4,Combo Guard,A4,Combo Guard,0.48142215,A1,Midrange-Heavy Role Player,0.2811979,A6,Low-Production Player,0.15095936,0.08642059,0.2811979,0.0,0.0,0.48142215,0.0,0.15095936,0.0
2021,76155,Armani Smith,Alabama St.,SWAC,Jr,Combo G,A0,Traditional Big,A0,Traditional Big,0.50242303,A4,Combo Guard,0.21517114,A5,Two-Way Star Guard,0.16497957,0.50242303,0.0,0.0,0.0,0.21517114,0.16497957,0.11742627,0.0
2021,74236,Ayana Emmanuel,Alabama St.,SWAC,Jr,Combo G,A5,Two-Way Star Guard,A5,Two-Way Star Guard,0.37292311,A0,Traditional Big,0.17615173,A4,Combo Guard,0.16348014,0.17615173,0.0,0.0,0.1441755,0.16348014,0.37292311,0.0,0.14326952
2021,78214,Courtney Lee,Alabama St.,SWAC,Sr,Scoring PG,A4,Combo Guard,A4,Combo Guard,0.54062338,A5,Two-Way Star Guard,0.18920845,A0,Traditional Big,0.10187193,0.10187193,0.0,0.0,0.0,0.54062338,0.18920845,0.07791229,0.09038395
2021,70667,DaKiyah Sanders,Alabama St.,SWAC,Fr,Combo G,A4,Combo Guard,A4,Combo Guard,0.40035053,A6,Low-Production Player,0.32371724,A5,Two-Way Star Guard,0.22272152,0.05321071,0.0,0.0,0.0,0.40035053,0.22272152,0.32371724,0.0
2021,78193,Dereseia Randle,Alabama St.,SWAC,So,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.62312453,A0,Traditional Big,0.3202944,A2,Two-Way Star Big,0.05658107,0.3202944,0.62312453,0.05658107,0.0,0.0,0.0,0.0,0.0
2021,75549,Farrah Pearson,Alabama St.,SWAC,Fr,Wing G,A4,Combo Guard,A4,Combo Guard,0.24062401,A7,Efficient Off-Ball Finisher,0.23755201,A0,Traditional Big,0.16083012,0.16083012,0.07986219,0.16040013,0.0,0.24062401,0.03810886,0.08262268,0.23755201
2021,76739,Hannah White,Alabama St.,SWAC,So,Wing G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.28708179,A6,Low-Production Player,0.26236888,A4,Combo Guard,0.25023752,0.15565601,0.00641915,0.0,0.02590058,0.25023752,0.01233607,0.26236888,0.28708179
2021,75147,Jayla Crawford,Alabama St.,SWAC,Jr,Combo G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.46230787,A4,Combo Guard,0.40371715,A5,Two-Way Star Guard,0.08426413,0.03836273,0.0,0.0,0.01134811,0.40371715,0.08426413,0.0,0.46230787
2021,77987,Kaeani Berry,Alabama St.,SWAC,Jr,PF/C,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.36679395,A0,Traditional Big,0.30021463,A4,Combo Guard,0.14860261,0.30021463,0.36679395,0.06070065,0.06746824,0.14860261,0.0,0.0,0.05621992
2021,75859,Malia Grace,Alabama St.,SWAC,Fr,Wing G,A0,Traditional Big,A0,Traditional Big,0.61483057,A6,Low-Production Player,0.38516943,A1,Midrange-Heavy Role Player,0.0,0.61483057,0.0,0.0,0.0,0.0,0.0,0.38516943,0.0
2021,77847,Nala Baker,Alabama St.,,,,A6,Low-Production Player,A6,Low-Production Player,0.75657153,A4,Combo Guard,0.24342847,A0,Traditional Big,0.0,0.0,0.0,0.0,0.0,0.24342847,0.0,0.75657153,0.0
2021,70201,Shmya Ward,Alabama St.,SWAC,Jr,Wing G,A2,Two-Way Star Big,A2,Two-Way Star Big,0.42935131,A0,Traditional Big,0.34100338,A5,Two-Way Star Guard,0.14768296,0.34100338,0.08196235,0.42935131,0.0,0.0,0.14768296,0.0,0.0
2021,75912,Tamirea Thomas,Alabama St.,SWAC,Fr,PF/C,A0,Traditional Big,A0,Traditional Big,0.69379617,A1,Midrange-Heavy Role Player,0.20752569,A2,Two-Way Star Big,0.09867814,0.69379617,0.20752569,0.09867814,0.0,0.0,0.0,0.0,0.0
2021,75759,Tederia Ashley,Alabama St.,SWAC,Fr,Combo G,A6,Low-Production Player,A6,Low-Production Player,0.90943234,A5,Two-Way Star Guard,0.09056766,A0,Traditional Big,0.0,0.0,0.0,0.0,0.0,0.0,0.09056766,0.90943234,0.0
2021,76721,Tyesha Rudolph,Alabama St.,SWAC,Jr,Stretch 4,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.38950763,A2,Two-Way Star Big,0.25682653,A4,Combo Guard,0.20832973,0.0,0.02605256,0.25682653,0.11928355,0.20832973,0.0,0.0,0.38950763
2021,76215,Abby Robinson,Albany,AE,So,Wing G,A0,Traditional Big,A0,Traditional Big,0.53254677,A7,Efficient Off-Ball Finisher,0.33402447,A5,Two-Way Star Guard,0.13342877,0.53254677,0.0,0.0,0.0,0.0,0.13342877,0.0,0.33402447
2021,78087,Chay Hayes,Albany,AE,Fr,Wing G,A4,Combo Guard,A4,Combo Guard,0.44685591,A0,Traditional Big,0.29469399,A3,Three-Point Specialist,0.20059328,0.29469399,0.0,0.05785682,0.20059328,0.44685591,0.0,0.0,0.0
2021,75204,Ellen Hahne,Albany,AE,Jr,Wing G,A4,Combo Guard,A4,Combo Guard,0.350289,A2,Two-Way Star Big,0.25703454,A6,Low-Production Player,0.10980666,0.06321115,0.03653107,0.25703454,0.03083667,0.350289,0.09466517,0.10980666,0.05762573
2021,71172,Fatima Lee,Albany,AE,So,Combo G,A6,Low-Production Player,A6,Low-Production Player,0.70588011,A1,Midrange-Heavy Role Player,0.1689129,A3,Three-Point Specialist,0.08011654,0.0,0.1689129,0.00263784,0.08011654,0.0,0.03296109,0.70588011,0.00949153
2021,69823,Grace Heeps,Albany,AE,So,Combo G,A3,Three-Point Specialist,A3,Three-Point Specialist,0.3990074,A6,Low-Production Player,0.39468592,A7,Efficient Off-Ball Finisher,0.13148164,0.0,0.01787766,0.05694738,0.3990074,0.0,0.0,0.39468592,0.13148164
2021,69577,Helene Haegerstrand,Albany,AE,So,Combo G,A7,Efficient Off-Ball Finisher,A7,Efficient Off-Ball Finisher,0.31294489,A4,Combo Guard,0.21770379,A1,Midrange-Heavy Role Player,0.20749556,0.0,0.20749556,0.12241581,0.09312025,0.21770379,0.04631969,0.0,0.31294489
2021,77495,Izzy Om,Albany,AE,So,Scoring PG,A4,Combo Guard,A4,Combo Guard,0.64815692,A6,Low-Production Player,0.33141887,A3,Three-Point Specialist,0.02042421,0.0,0.0,0.0,0.02042421,0.64815692,0.0,0.33141887,0.0
2021,70788,Kayla Cooper,Albany,AE,Fr,Wing G,A2,Two-Way Star Big,A2,Two-Way Star Big,0.38885071,A6,Low-Production Player,0.2517993,A4,Combo Guard,0.11742267,0.08234497,0.06016236,0.38885071,0.0,0.11742267,0.09942,0.2517993,0.0
2021,76077,Kyara Frames,Albany,AE,Sr,Combo G,A4,Combo Guard,A4,Combo Guard,0.28350932,A3,Three-Point Specialist,0.25042416,A7,Efficient Off-Ball Finisher,0.20593234,0.0,0.07419524,0.0,0.25042416,0.28350932,0.11597341,0.06996553,0.20593234
2021,77881,Logan Thayne,Albany,AE,Fr,PF/C,A6,Low-Production Player,A6,Low-Production Player,1.0,A0,Traditional Big,0.0,A1,Midrange-Heavy Role Player,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021,74717,Lucia Decortes,Albany,AE,Jr,PF/C,A0,Traditional Big,A0,Traditional Big,0.35753915,A2,Two-Way Star Big,0.24951981,A1,Midrange-Heavy Role Player,0.22104782,0.35753915,0.22104782,0.24951981,0.0,0.0,0.09492613,0.07696709,0.0
2021,78207,Makaela Johnson,Albany,AE,So,Wing F,A6,Low-Production Player,A6,Low-Production Player,0.7524409,A7,Efficient Off-Ball Finisher,0.09196565,A0,Traditional Big,0.08385753,0.08385753,0.0,0.0,0.0,0.07173592,0.0,0.7524409,0.09196565
2021,77787,Stella Popp,Albany,AE,Fr,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.54573059,A6,Low-Production Player,0.21207361,A5,Two-Way Star Guard,0.10099343,0.09538398,0.54573059,0.0,0.0,0.0,0.10099343,0.21207361,0.0458184
2021,72127,Taniya Hanner,Albany,AE,So,Wing G,A1,Midrange-Heavy Role Player,A1,Midrange-Heavy Role Player,0.59637193,A0,Traditional Big,0.2170917,A7,Efficient Off-Ball Finisher,0.18533859,0.2170917,0.59637193,0.0,0.0,0.0,0.00119777,0.0,0.18533859
2021,77686,Aja Wheeler,Alcorn St.,SWAC,So,Wing G,A0,Traditional Big,A0,Traditional Big,0.39125181,A5,Two-Way Star Guard,0.35711469,A6,Low-Production Player,0.1140052,0.39125181,0.00269793,0.0,0.0,0.07674232,0.35711469,0.1140052,0.05818806
