season_player_id,player_name,team,conf,season,cls,pos,archetype,height_inches,GP,mins_per_game,pts_per_game,treb_per_game,ast_per_game,stl_per_game,blk_per_game,bpm,porpag,eFG,ts,FT_pct,3P_pct,three_pa_per_100,AST_TOV,AST_pct,TOV_pct,ORB_pct,DRB_pct,Stl_pct,Blk_pct,FTR,personal_fouls_per_40,usg,three_share,rim_share,mid_share,rim_pct,mid_pct,assisted_fg_pct,rim_assisted_pct,mid_assisted_pct,three_assisted_pct,stops_per_40,score_pg_combo,score_wing_2_4,score_stretch_big,primary_score,year,class,role,height
2021_69648,Elena Delicado,Binghamton,AE,2021,FR,G/F,Stretch Big,73.0,12.0,10.1667,1.1667,1.5,0.3333,0.0833,0.0833,-11.2048,-1.10084,0.211,0.2782,0.429,0.0,1.44755,0.33329999,0.064,0.353,0.062,0.095,0.5,0.7,73.7,2.6,0.1639999999999999,0.1578947368421052,0.4210526315789473,0.4210526315789473,0.5,0.0,0.5,0.5,0.0,0.0,6.238602496385257,21.27357648067443,25.78607039491332,33.857264222162016,33.857264222162016,2021,FR,G/F,"6'1"""
2023_69648,Elena Delicado,Binghamton,AE,2023,JR,G/F,Stretch Big,73.0,12.0,5.1429,1.4286,1.1429,0.2143,0.2857,0.0714,-2.43084,0.00697295,0.467,0.4667,0.0,0.0,0.0,0.5,0.113,0.24,0.073,0.152,0.039,0.0,0.0,4.8,0.165,0.0,0.6666666666666666,0.3333333333333333,0.3,0.8,0.5714285714285714,0.3333333333333333,0.75,0.0,8.877740833641202,36.42825248267486,36.79561745980413,45.407373550394965,45.407373550394965,2023,JR,G/F,"6'1"""
2024_69648,Elena Delicado,Binghamton,AE,2024,JR,G/F,Stretch Big,73.0,24.0,7.7308,0.6923,1.5769,0.4231,0.3846,0.3077,-1.38718,-0.391971,0.25,0.2769999999999999,1.0,0.0,0.0,1.22212596,0.11,0.223,0.088,0.127,0.03,0.0409999999999999,7.1,4.3,0.118,0.0,0.6071428571428571,0.3928571428571428,0.1765,0.3636,1.0,1.0,1.0,0.0,8.538810127455546,40.29809959276987,38.10016844533488,44.22674914119827,44.22674914119827,2024,JR,G/F,"6'1"""
2023_72289,Ella Okubasu,Binghamton,AE,2023,FR,G/F,Stretch Big,74.0,8.0,4.125,1.0,0.75,0.0,0.25,0.0,-9.9688,-0.159995,0.444,0.4443999999999999,0.0,0.0,0.0,0.0,0.0,0.225,0.032,0.1669999999999999,0.035,0.0,0.0,4.8,0.154,0.0,0.7777777777777778,0.2222222222222222,0.5714,0.0,1.0,1.0,0.0,0.0,9.327915151515151,11.401371722511968,36.38559125643191,47.84751166794866,47.84751166794866,2023,FR,G/F,"6'2"""
2022_70282,Ella Wanzer,Binghamton,AE,2022,FR,G,PG / Combo Guard,70.0,6.0,11.625,5.25,1.375,0.75,0.25,0.0,-13.1078,-0.356841,0.292,0.3215,1.0,0.211,22.6957,0.75,0.093,0.204,0.0,0.065,0.012,0.0,8.3,4.8,0.292,0.7916666666666666,0.125,0.0833333333333333,0.3333,0.0,0.8,0.0,0.0,1.0,4.481617204301076,49.90176466385654,48.87830026346806,45.97973271327874,49.90176466385654,2022,FR,G,"5'10"""
2023_70282,Ella Wanzer,Binghamton,AE,2023,SO,G,PG / Combo Guard,70.0,28.0,25.3333,11.0333,2.0,1.0667,0.5,0.2333,-2.30726,1.53251,0.488,0.5094,0.708,0.407,13.2814,0.71113332,0.094,0.142,0.019,0.067,0.012,0.5,16.5,2.9,0.225,0.5738831615120275,0.2027491408934708,0.2233676975945017,0.4237,0.2308,0.7222222222222222,0.32,0.3333333333333333,0.9558823529411764,6.401850528750695,63.89288776166321,59.493964018129105,54.81465773821199,63.89288776166321,2023,SO,G,"5'10"""
2024_70282,Ella Wanzer,Binghamton,AE,2024,SO,G,PG / Combo Guard,70.0,29.0,26.4194,10.0645,1.9355,1.129,0.4839,0.4516,-2.28839,1.61411,0.502,0.5297,0.912,0.384,14.6406,0.63634312,0.095,0.1889999999999999,0.013,0.065,0.012,0.016,12.5,2.5,0.222,0.6801470588235294,0.1764705882352941,0.1433823529411764,0.2708,0.4359,0.8118811881188119,0.3846153846153846,0.4117647058823529,0.9859154929577464,6.010003620641362,64.05542259055511,58.60458089503197,54.00377357917858,64.05542259055511,2024,SO,G,"5'10"""
2022_69469,Genevieve Coleman,Binghamton,AE,2022,FR,G/F,Stretch Big,72.0,27.0,17.4828,4.2759,3.1379,0.3103,0.3793,0.3448,-4.46844,0.121839,0.4679999999999999,0.5011,0.655,0.214,1.83595,0.33329752,0.045,0.21,0.05,0.133,0.013,0.015,30.5,4.5,0.15,0.1473684210526315,0.5263157894736842,0.3263157894736842,0.52,0.4516,0.7674418604651163,0.6923076923076923,0.8571428571428571,1.0,7.346725543581883,29.003357862399085,40.5967290366184,45.68326543727568,45.68326543727568,2022,FR,G/F,"6'0"""
2023_69469,Genevieve Coleman,Binghamton,AE,2023,SO,G/F,Stretch Big,72.0,28.0,26.4667,10.7667,5.4667,0.6,0.9333,0.3667,-1.39813,1.53033,0.478,0.5085000000000001,0.854,0.281,4.37638,0.40000002,0.052,0.149,0.078,0.14,0.02,0.0139999999999999,15.0,4.6,0.212,0.2080291970802919,0.4562043795620438,0.3357664233576642,0.568,0.3913,0.7886178861788617,0.704225352112676,0.8611111111111112,1.0,8.206808663609095,36.014771022361934,48.66691262021148,52.3033168496892,52.3033168496892,2023,SO,G/F,"6'0"""
2024_69469,Genevieve Coleman,Binghamton,AE,2024,JR,G/F,Stretch Big,72.0,28.0,24.1333,10.3333,4.0333,0.4,0.4,0.3333,-2.78008,2.15766,0.509,0.5418999999999999,0.796,0.319,6.16394,0.37498829,0.038,0.124,0.064,0.123,0.8,0.0139999999999999,20.9,4.8,0.21,0.2948717948717949,0.3418803418803419,0.3632478632478632,0.5625,0.4824,0.7407407407407407,0.6888888888888889,0.6585365853658537,1.0,6.769010927994573,38.75705508323212,49.31078003867259,51.89722713447883,51.89722713447883,2024,JR,G/F,"6'0"""
2025_69469,Genevieve Coleman,Binghamton,AE,2025,SR,G/F,PG / Combo Guard,72.0,2.0,9.5,2.6667,2.3333,0.3333,0.0,0.0,-8.35914,-0.966426,0.0,0.0,0.0,0.0,3.86192,0.49992499,0.1169999999999999,0.439,0.152,0.072,0.0,0.0,0.0,2.5,0.088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.033642105263158,44.5632992784168,36.57658076553538,38.985847036879235,44.5632992784168,2025,SR,G/F,"6'0"""
2021_75584,Hanna Strawn,Binghamton,AE,2021,SO,G/F,PG / Combo Guard,64.0,8.0,10.375,0.5,0.625,1.125,0.375,0.0,-13.6386,-1.60372,0.1,0.1701,0.5,0.0,2.12679,0.81818182,0.204,0.504,0.013,0.051,0.021,0.0,40.0,2.9,0.155,0.3,0.3,0.4,0.3333,0.0,0.0,0.0,0.0,0.0,6.4973493975903605,52.90678359648497,22.75651527164132,17.02028607967161,52.90678359648497,2021,SO,G/F,"5'4"""
2021_75751,Hayley Moore,Binghamton,AE,2021,JR,G,2-4 Wing,66.0,16.0,25.75,6.4375,2.375,0.5625,1.125,0.0625,-0.86293,0.444841,0.425,0.4382,0.75,0.312,13.3089,0.75,0.047,0.1159999999999999,0.032,0.066,0.026,0.2,7.0,2.5,0.148,0.8157894736842105,0.0614035087719298,0.1228070175438596,0.4286,0.1429,0.7058823529411765,0.0,0.0,0.8275862068965517,7.084446601941749,49.73538972636993,52.892167868809715,43.12507492032075,52.892167868809715,2021,JR,G,"5'6"""
2022_75751,Hayley Moore,Binghamton,AE,2022,SR,G,PG / Combo Guard,66.0,27.0,33.2759,7.8966,2.5517,1.5517,1.069,0.0345,-1.19201,0.410099,0.457,0.4661999999999999,0.75,0.314,10.1045,1.32352439,0.0969999999999999,0.14,0.021,0.063,0.017,0.1,5.4,2.3,0.142,0.6923076923076923,0.1900452488687782,0.1176470588235294,0.5,0.3077,0.7402597402597403,0.4285714285714285,0.5,0.9166666666666666,6.49572546831524,66.95595484746731,55.75188211322517,44.641644205102,66.95595484746731,2022,SR,G,"5'6"""
2023_69467,Jadyn Weltz,Binghamton,AE,2023,SO,G,PG / Combo Guard,67.0,28.0,28.9333,7.5667,4.3333,4.1333,2.5,0.1333,0.866113,0.25332,0.419,0.4799,0.765,0.279,4.74956,1.29165618,0.287,0.315,0.033,0.124,0.048,0.5,35.4,3.3,0.206,0.3541666666666667,0.421875,0.2239583333333333,0.4321,0.3953,0.3661971830985915,0.2285714285714285,0.0,0.9473684210526316,9.789560323719924,74.99848181753232,65.69018941940038,57.93817112976688,74.99848181753232,2023,SO,G,"5'7"""
2024_69467,Jadyn Weltz,Binghamton,AE,2024,SO,G,PG / Combo Guard,67.0,29.0,30.0,10.7419,5.0,4.4839,1.5806,0.0968,3.58133,2.71892,0.5379999999999999,0.5770000000000001,0.791,0.296,7.51951,1.51090072,0.327,0.259,0.027,0.162,0.033,0.3,27.9,3.8,0.231,0.45,0.4416666666666666,0.1083333333333333,0.6321,0.5385,0.2920353982300885,0.1343283582089552,0.0,0.75,8.813517241379309,84.15669429163393,73.63549158477485,64.69670112967734,84.15669429163393,2024,SO,G,"5'7"""
